Inclusion,votes_total,votes_gallery_(Calc),votes_local_network,createdate,ipaddress,EIN,Photo,URL_in_Story_(Calc),matched_zip,Story_Text,give_reason,give_method
TRUE,274,107,167,42317.53814,68.56.120.74,02-0647494,TRUE,TRUE,48203,"www.theyouthconnection.org\n\nWhen my husband and I retired after decades of teaching in special education, we both agreed that we needed to give back. This need was fueled by our faith-based doctrines that required that we do and not just believe.\n\nDuring our careers as special educators we experienced many wonderful opportunities that took us beyond our teaching duties, through volunteering. Our time, energy, skills and experience were given to students to expand their opportunities of success academically, culturally and vocationally. However, it was not until we met the very special Dr. Grenae Dudley, CEO of The Youth Connection (TYC), that we recognized what volunteering was all about. This amazing, articulate, fireplug of a woman opened a door that allowed our dreams of giving back to become a reality at a level we never dreamed could come true. \n\nAs teachers we experienced repeated frustrations and limitations in our efforts to deliver academic success combined with social and cultural mentoring. We became academic coaches at TYC under Dr. Dudley’s leadership, which has allowed us to be more than just teachers. Now we are able to change a student’s life journey! Through a specialized reading program, small group workshops, tutoring sessions and mentoring, students have grown in reading comprehension, math application, expository writing, school grades and self-esteem. What a rewarding and thrilling experience! Every young life matters and we have found ourselves in the amazing position to matter in those young lives at a level we never imagined. Lives that have often been deprived of so much of what, for most of our lives, we have taken for granted. For that we will be forever grateful. \n\nNow our life and legacy have been permanently altered by Dr. Dudley and TYC. We are humbled and yet proud.\n\nColeman and Gail Castro, Academic Development Coaches                      \nThe Youth Connection, Inc.\n",,
TRUE,3,0,3,42327.41847,50.181.31.132,46-2933481,TRUE,TRUE,20016,"Why I support pregnancy loss programs at Through the Heart (www.throughtheheart.org)\n\nIn February 2013, my husband & I lost our first child, a daughter, at 20 weeks into the pregnancy. It was one of the most difficult, heart-wrenching, emotional situations either of us has ever dealt with. In the days and weeks following the loss, we felt alone.  All around us the world was continuing on as it always had and yet ours had stopped. We felt disjointed, as though we didn’t know how to live a normal life anymore. We went back to work, back to our daily routines, but we were just going through the motions. Many people around us acted as though nothing had happened. We learned in that time how deafening silence can be.\n\nLosing a child changes a person. It carries a special type of pain that really can’t be described, only understood by those who have been there. In the midst of our grief, we decided we didn’t want anyone else to ever feel alone in the same way we did. And so, in March 2013, Through the Heart was born.\nIn the time since, TTH has continued to grow and establish itself as a key resource for those experiencing a pregnancy loss.\n\nIn November 2013 we launched our Comfort Kit program, which has received an overwhelming response. We’ve shared stories, started discussions, been an outlet for thoughts and emotions, and helped grieving parents from all over the country – and the world – on their journey to healing.\nI’ve learned first-hand how comforting this community can be. After 2 years of dealing with infertility we received the surprising news that I was pregnant. After several times of seeing the baby growing on target and hearing its heartbeat, we went in for what should have been a routine scan just shy of 12 weeks. It was then that we discovered there was no heartbeat. I had miscarried our son.\n\nThe process wasn’t any easier the second time around but one thing had changed – we had a place to turn. We were more knowledgeable and we had others to talk to. I quickly learned that I also felt more comfortable in telling the news to others than I had the first time because I was confident in my experience, not worried about being judged or having a stigma attached to the situation. TTH also gave us a way to stay distracted and help others – in the early days following the miscarriage, we kept busy by assembling Comfort Kits for others suffering a loss. It helped in our healing to be able to make sure others knew they too had a place to go. That is why I give to Through the Heart – because no grieving parent should ever feel alone.\n",,
TRUE,4,1,3,42326.75823,68.190.24.186,46-4924577,TRUE,TRUE,36124,"I Give Because Someone Gave to Me.\nwww.tieanddoll.org\n\nObstacles to me are nothing more than opportunities.  Life is filled with obstacles.  Every obstacle that came my way always taught me a lesson or two… or more.  Depends on what obstacle was dealt to me that day.\n\nSee…I learned at an early age that nothing in life comes easy.  I have a moderate to severe hearing loss in both ears.  My family did not receive confirmation of my hearing loss until I was in pre-school. Yes, I was faced with road blocks but that didn’t mean it was the end of the world for me.  I just had to try harder, work harder, and fight harder.  Just because I can’t hear doesn’t mean I am dumb, stupid or deaf.  I’m just “hard of hearing”.  \n\nI was told numerous times by teachers, doctors and others who really didn’t know me that I wouldn’t live a “normal” life.  What is “normal”?  Who gave you permission to tell me what is normal or not normal.  The way I live in the world with my hearing loss is my normal.  My normal maybe different from your normal but it is my normal.  \n\nTie and Doll's mission is 'Mentoring youth to build their self-esteem and empower them to lead courageously, give generously, and enrich themselves culturally so that they can make intelligent choices and be positive influences in their respective communities.'\n\nI wanted to find a way to inspire and encourage the youth in Montgomery, Alabama that anything is possible.  I wanted the youth to know that he or she is not alone in the obstacles they are faced with.  I just knew that I would be the one to teach the youth something but the youth ended up teaching me some important lessons.  \n\nIn 2010, I had an opportunity to speak to a group of 20 young men in grades 6-8.  I was shocked to see that only 3 of them knew how to tie a neck tie.  I assumed it was something that young men learned how to do like tying their shoes.  Majority of them did not own a neck tie.  In addition to this, I found out that I had grown men that I knew that didn't know how to tie a neck tie and had to get someone to tie their neck tie for them.  I was speechless.  Now it makes sense why these young men didn't know how to tie a neck tie because of the lack of male figures or the male figures in their life didn't know how to tie a necktie.\n\nAnybody that own neck ties or purchased neck ties as a gift knows that it can be pricey.  I presented a challenge on social media such as Facebook and Twitter challenging family, friends and strangers to donate new or used neck ties to give to young.  I received overwhelming positive response to my challenge and collected over 100 neckties.\n\nEvery year, Tie and Doll presents a Spring and Fall workshop to teach young men how to dress for success, and make responsible choices that will prepare them for the real world.  I take the donated neck ties collected from the community and give them to the young men that attend the workshops.  For many of them, this is the first time they learn how to tie knots such as four-in-hand knot, trinity knot or Windsor knot.  At the end of the workshop, every young men get to take home the neck tie.  For many of them, it is their first neck tie.  \n\nFor every neck tie that I donate to the young men, I am proud to know that I am giving them something just like someone gave to me.  I pray that when the young men get older, they will look at this moment and be inspired to give back to young men and teach them how to tie a neck tie.  A neck tie is a small piece of clothing but it makes a big statement when someone sees a young man wear their neck tie proudly.  I am proud to give to Tie and Doll because I get a chance to let these young men know that every obstacle or challenge that come their way will make them be more determine and stronger in pursuing their dreams.  \n\nBeing able to share my obstacles with them allows me to show how I turned my obstacles into opportunities that will bring joy to not only me but to those who are impacted by my drive.\n\nThis is why I give unselfishly.  This is why I thank my support team for molding me into who I am today.  This is #MyGivingStory.",,
TRUE,36,19,17,42327.43639,76.174.123.33,95-1643387,TRUE,FALSE,90731,"I Give... Because I've Been There!!\n\nMy name is Amanda and I give because I've been there. Let me give you a little back story on myself. I'm a single mother, and sole provider of 2 beautiful children. A 5 year old and a 3 year old who have been forced to grow up too quickly. What do I mean by that? I guess I'm speaking more in the emotional aspect of life. My children have been exposed to hurt, failure, and fathers who were able to just up and leave their responsibilities like over chewed gum. \n\nI work for a non-profit organization located in San Pedro, California called Toberman Neighborhood Center. I have only been employed here a few months, but I can truly say that I feel for the youth we service. Every morning on my way to work I listen to a song called 'Held' by Casting Crowns, to remind me that- what I am going to work for is not for me; it's for these children that everyone way to frequently overlooks, or looks down upon. \n\nThe kids that Toberman service are children whose families are larger than their income, have drug addictions, are victims of violence in the home, or have fallen victim to and or  become witnesses to gang violence. These children have a world of destruction surrounding them at the age of 5. Dreams are typically shattered at this point for them, due to the lack of family involvement, bullying at school, verbal put down, and a constant string of bad days. \n\nWhen I look back to my own situation, it is not that far off. Both of my children's fathers made it absolutely clear that they were not the first priority in life and that whatever else they had going on was what they wanted and left. The only thing that has kept my kids from giving up has been me. Not to say I'm a great mom; because I am far from that. I have bad days and I have my faults, but my kids don't see that. My kids see the support team that I have working behind me and encouraging me to continue to push through. Without a support team like that I don't think I would be able to provide the support my children need emotionally. \n\nThat is what Toberman is to the families they service. Toberman offers counseling to every family; whether it is for drug addiction, violence, gang retaliation, or loss of a loved one Toberman is there to listen to each individual need and help empower a family to mend broken hearts. Toberman has created a safe haven for children to grow emotionally, build confidence, and to strive for their dreams. There are endless success stories from once 'Toberman Kids.' The kids that were once looked down upon and were told they wouldn't amount to anything are now striving to make a difference; (One Toberman kid is now employed at The Boys and Girls Club working with youth and giving back) or have proven that they were worth it (another Toberman Kid owns his own shop in San Pedro called BadFish clothing company, and another is Major General Peter Gravitt, who is a honored 2 star General). \n\nI am proud to be a part of the support system that these children see and that I work for the place where hope was restored for many. \n",,
TRUE,21,4,17,42326.82032,107.219.6.34,34-1876647,TRUE,TRUE,43604,"Giving Through The Years\nwww.ts4arts.org\n12 years ago, our daughter discovered Toledo School for the Arts in a local magazine article. A charter school with a vision to include arts in education. We kept an open mind, and the journey began. It takes a lot to make a school successful. Part of that success is the giving. Giving - money is the first thing you think of. While monetary gifts are awesome, and necessary, there are many other ways to give. We give donations when we can, but two other ways our family chooses to give is trust and time.    \nWe gave trust to TSA, it's teachers and staff to provide her, and eventually her two brothers, with an excellent education. It did that and so much more. We trusted this school to give them the tools, and experiences they would need to go out into this great big world!  \nWe also gave time. Time volunteering for a plethora of events over the years, and still today. Countless hours, but so worth it! We do this because we are proud to be a part of this school, this community, this culture, this family. ",,
TRUE,2,0,2,42339.29341,72.240.229.56,34-1876647,TRUE,FALSE,43604,"My family gives back to our community in many ways but our donation to the children's school in memory of their father is our largest and closest to our hearts.\n\nToledo School for the Arts is the place that their dad dreamed of as a kid. We had very young children and our highschool aged cousin was attending school there. We toured the school and we were amazed. Through conversations with our cousin, we found out exactly why she liked the school so much over the next couple of years until she graduated. We were pretty sold at that point this is where we wanted our children to go to school. \n\nMy husband never got to see his kids attend this school, but it was his hope that they would go to TSA. He talked to our children about art, music, and dance while he was immobile and fighting cancer. His last request of me was to ensure that I support them fully in whatever endeavor they choose, Toledo School for the Arts is that endeavor and we will continue to support. \n\nTSA is an amazing school with emphasis on academics and joyfully supplemented with the Arts. \n\nWe would ask that if you are going to consider giving, please consider Toledo School for the Arts. ",,
TRUE,92,21,71,42325.53361,169.253.194.1,47-1313289,TRUE,TRUE,21770,"Ensuring Access to Education.  I give to Trellis Arch (www.trellisarch.org) because they ensure 100% of my donation goes directly to programs that help the most vulnerable children around the world.  As a microphilanthropy with no overhead expenses, Trellis Arch identifies the root causes of poverty in targeted locations and delivers results.  I know exactly where my donation is going and I've seen the results firsthand.  Larger non-profits lack the agility and efficiency that Trellis Arch has demonstrated.  I know that my dollars are making a difference.\n\nFor example, with $1,350 Trellis Arch provided school supplies and uniforms for 90 orphan girls in India.  In Haiti, Trellis Arch is working with 10 children who now attend school thanks to a monthly donation of $130.  I worked directly to ensure that a solar hot water heater was installed at an orphanage in Kathmandu, Nepal earlier this year.  After the earthquake destroyed our efforts there, Trellis Arch reaffirmed its commitment to the project and is working to complete the repairs even now.  For $500, Trellis Arch provided a Christmas party and a field trip to Lake Victoria for 100 homeless boys living on the streets of Kampala, Uganda.  When I see how much can be accomplished with such a small amount of resources, I am inspired to contribute more.  Trellis Arch could do so much with this prize money.  If chosen, I will gladly donate the individual prize to the organization as well.  Thank you for this opportunity!      ",,
TRUE,27,15,12,42312.5786,173.187.237.157,71-0721742,TRUE,FALSE,72632,"#MyGivingStory about Turpentine Creek Wildlife Reguge\nTurpentine Creek Wildlife Refuge  located in Eureka Springs, AR. Turpentine Creek rescues Tigers, Lions, Cougars, Bobcats, Black Bears, a Grizzly and other assorted creatures that come from private homes and facilities that can no longer take care of these beautiful creatures.\n\nMy husband and I were struggling financially, my husband needed a second job. Scott Smith hired him to drive the tour trolley, he has many skills but was grateful to have this job. This blessing of a job helped us make ends that were far from being met, to being met. About 6 months after my husband started working at TCWR they got a call that turned out to be their biggest rescue ever. A woman in Mountainburg, AR had a very large collection of Tigers in very poor conditions and, as we found out later, very poor health. My husband and I went from being grateful for this income, to having hearts sold out to helping these magnificent creatures. In order to rescue all 28 cats, that were eventually transported to TCWR, homes needed to be built for them. My husband took his vacation from his full time job and helped weld homes for them on Rescue Ridge, the new area for these new residents. We saw some very sick animals come to Turpentine Creek and we wished we could help financially but we were barely getting by. I volunteered time in the office while my husband worked but we wanted to do more. Specially for the ones needing extra healthcare.\n\nToday, if one of the animals is sick and they can not be treated on site they need to be anesthsised, transported to the vet (about 40 miles away) kept under anesthsia while being treated and then while being transported back. A very serious situation for the animal, as well as staff. It's always been a dream at Turpentine Creek Wildlife Refuge to build an onsite Vetinary Hospital. Something my husband and I wished we could make happen. Something that seemed totally out of reach but very necessary.\n\nIn April of 2014 my husband and I were blessed with a very big windfall and one of the first things we did was make a very large donation towards building the Vet Hospital at Turpentine Creek Wildlife Refuge. A campaign kicked off and all the money for the building has been raised but what good will the building be with no equipment? So now there is a big need-some $150,000 or so to equip the Vetinary Hospital-I believe about a third has been raised so far. It would be such a blessing to have this project completely funded. Building has begun on the Vetinary Hospital, we feel so blessed to have been able to help build the Hospital, won't you please help fully fund it? BamBam, the Grizzly, Duke, one of the Tigers, Elvis, one of the Bobcats, and all the other 100 or so residents of Turpentine Creek Wildlife Refuge would be so grateful...we humans would be pretty thrilled too!",,
TRUE,61,11,50,42313.81882,72.192.236.211,27-2899627,TRUE,TRUE,32217,"Why I Support UDION FOOUNDATION\nMy personal vision for my life is that I want to become a writer whose words become weapons to battle with violence and discrimination against improvised children’s, women and young girls. My voice is important for the voiceless who endure the trauma with agonizing silence; my voice is alive and is full of life; my voice is ambitious for it aims to bring positive changes; my voice is rebellious and does not obey any rule, any constraint; and my voice is powerful enough for change and success.\n\nThe most importantly, my vision is that I see myself as a part of solutions to Education, poverty, human trafficking, women and girls rights, “I want every child to grow up knowing that a woman’s hard work is valued and rewarded just as much as any man’s.”; moreover, I always see myself as trailblazer of positive changes in my community. I want to be an effective change maker and exemplary social worker. I also see my knowledge and my experience will be the service to others’ needs.\n\nUDiON is a message of hope. UDiON’s plan is to provide a roof to the orphans and impoverished children of our society. This is a fundamental rethink on the economic relationship between the rich and the poor as well as the rights and the obligations of the poor. It is this struggle and the unique and extraordinary methods that Radwan invented to combat human despair with humility and conviction. It is also the view of a man familiar with Eastern and Western cultures.\n\nThe UDiON Foundation is a globally focused charity organization that works to improve the health and wellbeing of children living in poverty in under-developed nations through the use of innovative, effective, measurable programs with equitable resources.\n\nUDiON mission is to implement perpetual solutions to End the cycle of Poverty, Hunger and Social Injustice through “Education”.\n\nwww.UDiONFoundation.org\n\nThank You!\n",,
TRUE,2,1,1,42317.85242,172.56.29.189,54-0506427,TRUE,FALSE,23514,I am inspired to give because I was once homeless. I had just given birth to a son whom was disabled. I couldn't afford to pay all the bills being a stay at home mom. My son needed around the clock care. I ended up losing everything and landed on the steps of the Union Mission. I was broken and depressed. I did not know what I'd do or how I'd get back on my feet. While at the Mission I was encouraged and I found myself. I was able to be a better mother and advocate for my family. Five years later I was asked to tell my story on camera to help raise funds for the shelter and I gladly excepted. II didn't know how I could repay them for saving my families life. Nothing I could offer could ever express my gratitude. But this opportunity would be a step closer. I have been stable since then and I have them to thank for my success. I would not be were I a today has it not been for the Mission. I now help woman and families at a family shelter. I am able to give women what was given to me 'Hope',,
TRUE,82,14,68,42317.672,67.133.62.42,93-0394142,TRUE,TRUE,97477,"In 2011, I finally realized I was in an abusive relationship. My husband constantly told me that I was worthless, cursed at me, forbid me from spending time with my family, refused to care for our then three year old son, and repeatedly threatened me with physical violence. I made the decision to file for divorce because I did not want my son, Elijah, to grow up thinking that it was okay to be verbally and emotionally abusive to anyone, let alone someone you were supposed to love. \n\nI informed my husband of my intention to leave him. He immediately emptied our join bank account and moved out. Just a short while later, I lost my job. I went from living in a two-income household to living with no income. In no time at all, shut off notices started arriving and we were quickly running out of food and other necessities. I did not have a strong support system since I was not allowed to develop any friendships while I was married. It got to the point that I was grocery shopping out of my mom's pantry in order to feed my toddler.\n\nWith the thought of becoming homeless in the middle of winter in Oregon looming in my mind, I made, what turned out to be, a life changing phone call. I called 211info, a information and referral program funded by the United Way of Lane County, and explained my situation. I was expecting the operator to refuse to help me because I was on the verge of homelessness due to filing for divorce; my soon-to-be ex-husband was quick to point out how horrible of a mother I was for putting our son in this predicament (though he refused to pay child support). Much to my surprise, the operator was very kind and understanding. She put me in contact with an agency that was able to provide Elijah and I with a food box and some household items; Elijah also received a toy from this agency and he has it on his bed to this day (he is now 7).  I was also given the contact information for an agency that paid my utility bill and yet another agency who provided counseling to Elijah and I, free of charge.\n\nI found out later that all of these agencies, as well as 211info, received funding from the United Way of Lane County.  Since acquiring a new job, I have made it my personal mission to give back to the United Way in any way I can. Without the support from United Way's partner agencies, my toddler and I would likely have been hungry and homeless in the middle of an Oregon winter. \n\nOver the last four years, I have donated my time to the United Way by speaking about my experience with the United Way and its partner agencies every chance I get. I also participate on the steering committee for the United Way of Lane County's Emerging Leader program, a group of professionals under the age of 40 who are focused on bettering the community through volunteering and advocating. In 2014, I remarried and we asked our wedding guests to support the United Way instead of buying us another toaster. My new husband and I also donate to the United Way at the Leadership Giving level ($1,000 or more in a calendar year). \n\nI cannot think of a more deserving nonprofit. Thousands of people in my situation, or worse off, are helped each year by the United Way of Lane County and their partner agencies. \n\nhttp://www.unitedwaylane.org/ \n\n",,
TRUE,3035,27,3008,42326.60214,66.18.162.171,85-0197559,TRUE,TRUE,88310,"Together we forever change our community, with every dollar and every hour donated. The United Way of Otero County (www.uwoterocounty.org) has been bringing the people, businesses, nonprofits and local government together for the past 50 years in southern New Mexico.  Their mission is to impact the community in the areas of Education, Health and Income Stability.  I first volunteered for the organization in 2011 when I was asked to be on their Funds Allocations Committee.  It is a committee made up of 14-18 community volunteers that help to determine how to divide up the non-designated money that was raised through the campaign.  The reason it was so powerful for me was because I never realized what all our local non-profits did, the gaps that they were filling and the support the United Way was able to give them, monetarily and through advocating and bringing people together.  Over a 3 night period we heard from each of the agencies, their stories and missions were heartwarming and made me smile, but their need brought tears to my eyes and when it came down to it and we didn't have enough money to support each agency the way they needed, it was heartbreaking.  That experience changed me, I knew we needed to raise more money and find more volunteers to help change the future of our county, It was so powerful to me that I now work to raise money and awareness for the United Way of Otero County and advocate for the local nonprofits that work together with us to help our community to grow and thrive.  I know that my efforts in partnership with so many great people is making a huge difference and changing lives forever.  In fact last year we raised enough money to give each agency 100% of what they were requesting for the first time ever in our history.  I love bringing people together and making an impact on county and beyond.  #MyGivingStory grows exponentially every hour, everyday. #LiveUnitedOtero",,
TRUE,1,0,1,42328.2923,66.186.173.106,01-0450352,TRUE,TRUE,04281,"Small local nonprofit focused on bettering community conditions and creating a healthy and safe environment for all.\nMy charity of choice is the United Way of Oxford County. This organization has been in existence for almost 30 years and in that time has invested around 1.5 million dollars in a small rural county in Maine. Every United Way is individually incorporated and run by a local board of directors. Many people do not realize that their local United Way is a separate entity from the national United Way. United Way of Oxford County has one staff person, their Executive Director. She works tirelessly to reach out into the community and is looking to bring programs that will create lasting change. Oxford County, Maine is a rural county made up of many small towns. In 2010 it was listed as the least healthy county in the state of Maine. Many organizations came together in response to start to work to make Oxford County a healthier county, and a greta place to live, work, and play. United Way of Oxford County has joined in this effort and is putting a lot of resources towards promoting health and wellness. It plays a large role in the Oxford County Wellness Collaborative, an organization made up of community members, businesses, and other nonprofits who are all working together to create a healthier Oxford County. Most recently, the Wellness Collaborative have started to dig deeper by making strategy maps that will incorporate measures and track real outcomes of initiatives created to improve community conditions. United Way of Oxford County has played a big role in this phase. This small nonprofit is also involved in other initiatives such as their Food Pantry Project where they coordinate food drives with local businesses and donate all items to local food pantries. So far in 2015 they have donated around 400 pounds of food through this initiative. This past summer they also ran a Backpack Project. Through donations from local businesses and foundations, United Way of Oxford County was able to stuff around 450 backpacks full of school supplies and donate them to the 5 school districts in the county. They also are planning to bring in some new projects in 2016. One is called the Dolly Parton Imagination Library. This program will mail a book to a child age 0-5 every month. By the time they enter into kindergarten the child will receive 60 books. The literacy rates in Oxford County are shockingly low and this program will be a step in the right direction to have kids get excited about reading and learning. United Way of Oxford County is currently in talks with partners to try to get this program up and running. The other project they are looking to bring to the county is a Diaper Drive. SNAP and WIC benefits do not include the purchase of diapers, which are very costly. The United Way of Oxford County will set up a day where there will be several donation locations and all diapers will be donated to organizations that work closely with families with young children. This organization truly does a lot of its local community. As a very small non-profit every donation makes such a difference for the community United Way of Oxford County serves. That's my giving story. I'm proud to support United Way of Oxford County. More information can be found at www.uwoxfordcounty.org.",,
TRUE,2,1,1,42325.87334,71.54.129.158,59-1739205,TRUE,TRUE,33304-2817,"The courage and determination of a people inspired me to give.  \nI have supported Universal Aid for Children Ukraine (http://www.uacukrainerelief.org/) for some years.  In the 1970s I studied Ukraine agriculture at the University of Louisville and became interested in the country and the people, during the time of the Soviet Union.  I have followed the history of the country  over the years and in admiration of its people, I was overjoyed by its liberation from the Soviet grip and later by the Orange Revolution, and in more recent years by the Maidan demonstrations.  This is a people who in spirit are so like my own people.  So, when I discovered on the internet the desperate plight of orphanages in Ukraine, particularly in Odessa, I realized that I had to so something to help.  The future of Ukraine is in its youth of today.  Many strong, honorable adults are fighting corruption in their leadership even now and striving to take the country where it should be, but the children of today will have to lead tomorrow.  So, these orphans who are being helped by UAC Ukraine will play an important part in that leadership.  There are many success stories emanating from this organization, showing how truly effective it is in inspiring and redirecting these young people into successful, productive lives.  I happily give every dollar I donate in the knowledge that there is no better place to put my help.  ",,
TRUE,1,0,1,42332.44757,129.137.243.168,31-0896555,TRUE,FALSE,45219-0970,"In April 2015, I was asked to help announce a major gift to the Brain Tumor Center within the University of Cincinnati Neuroscience Institute -- I am employed by the UC Foundation, the fundraising arm of UC and UC Health.\n \nThrough the announcement, I met Nancy and LP Jones, two priests who had been dealt an unfair hand. In October 2014, LP was diagnosed with glioblastoma, the most aggressive type of brain cancer.\n \nI learned the average survival from diagnosis is about 14 months. LP was told he may not be around to see the birth of his second grandchild. What a heartbreaking diagnosis.\n \nWhile  working on the gift announcement for the Brain Tumor Center, I received a text message from my mom. A family friend -- Laura Etter -- had been diagnosed with glioblastoma. My heart dropped.\n \nThis cancer is supposed to be rare, with only about 12,000 people in the United States being diagnosed each year. It does not seem to be that rare.\n \nIn August, the foundation announced a $54.5 million fundraising campaign for the UC Neuroscience Institute that aims to provide a new facility to benefit people with neurologic and psychiatric diseases. People like LP. People like Laura.\n\nI give back to the UC Neuroscience Institute because I hope for a cure for all of them.",,
TRUE,0,0,0,42327.87287,108.18.70.99,52-2197313,TRUE,TRUE,20740,"Alumni Throwback to Give Back to the University of Maryland, College Park. \n\nIn 2014, I along with a small group of alumnae wanted to find a way to celebrate our 25 year anniversary as members of Alpha Kappa Alpha Sorority Incorporated - a organization devoted to serving the community.  The initial plan was to simply have a festive celebration during Homecoming.  However, that plan quickly turned into something far more meaningful when we decided to honor our sorority’s mission/purpose by sponsoring a scholarship campaign among the University of Maryland's black alumni.  \n \nThe campaign theme was entitled 'Throwback – Give Back.'   Its goal was to encourage black alumni to reflect on their own experiences as students (Throwback) -- particularly as it related to the funding of their education -- and to share similar opportunities with current students through the ongoing support of scholarships (Give Back).  The campaign reminded alumni that many of us were fortunate to be the recipients of scholarships, to qualify for financial aid, to find well paid employment or to have support from our families to fund our college education. However, at the same time, many others were not as fortunate and struggled to find those resources, resulting in the postponement or abandonment of their dreams.  \n\nOur fearless goal in our inaugural year was to simply raise a few thousand dollars during the two weeks that preceded and followed Homecoming.  To our delight, our online efforts and Homecoming day activities resulted in contributions totaling $10,201 for six University of Maryland scholarships.  Many of the donations came from alumni who had never before considered making a contribution to the University.\n\nThe Throwback-Give Back campaign was designed to be a Homecoming tradition among black alumni at the university.  The 2015 campaign began October 17th and will appropriately conclude on December 1, 2015 - Giving Tuesday.  The number of participating scholarships has grown from 6 to 11.  Each scholarship provides need or merit based financial aid.  To support the campaign this year, and in the years to come, the committee developed a website, which includes a pictorial of alumni since 1952, a statement of the campaigns purpose and most importantly, impact statements from scholarship recipients -- \n\nwww.throwback-giveback.com",,
TRUE,12,3,9,42327.88084,108.18.70.99,52-2197313,TRUE,TRUE,20740,"Alumni Throwback to Give Back to the University of Maryland, College Park. \n\nIn 2014, a small group of alumnae wanted to find a way to celebrate their 25 year anniversary as members of their sorority, whose primary mission is to serve the community. The initial plan was to simply have a festive celebration during Homecoming. However, that plan quickly turned into something far more meaningful when they decided to honor the sorority’s mission/purpose by sponsoring a scholarship campaign among the University of Maryland's black alumni. \n\nThe campaign theme was entitled 'Throwback – Give Back.' Its goal was to encourage black alumni to reflect on their own experiences as students (Throwback) -- particularly as it related to the funding of their education -- and to share similar opportunities with current students through the ongoing support of scholarships (Give Back). The campaign reminded alumni that many of them were fortunate to be the recipients of scholarships, to qualify for financial aid, to find well paid employment or to have support from their families to fund their college education. However, at the same time, many others were not as fortunate and struggled to find those resources, resulting in the postponement or abandonment of their dreams. \n\nThe fearless goal in the inaugural year was to simply raise a few thousand dollars during the two weeks that preceded and followed Homecoming. To their delight, the online efforts and Homecoming day activities resulted in contributions totaling $10,201 for six University of Maryland scholarships. Many of the donations came from alumni who had never before considered making a contribution to the University.\n\nThe Throwback-Give Back campaign was designed to be a Homecoming tradition among black alumni at the university. The 2015 campaign began October 17th and will appropriately conclude on December 1, 2015 - Giving Tuesday. The number of participating scholarships has grown from 6 to 11. Each scholarship provides need or merit based financial aid. \n\nTo support the campaign this year, and in the years to come, the committee developed a website, which includes a pictorial of alumni since 1952, a statement of the campaign's purpose and most importantly, impact statements from scholarship recipients.\n\nwww.throwback-giveback.com",,
TRUE,30,7,23,42330.27855,68.132.41.188,46-2785474,TRUE,TRUE,10035,"http://www.unspokensmilesfoundation.org/#home\n\nUnspoken Smiles Foundation is committed to education and support of oral hygiene.  The pilot program began in 2014 and was inspired by the immeasurable loss to Haiti following the earthquake in 2010 and the subsequent battle with cholera, which had been eradicated for more than 100 years.  Stressing the education of oral hygiene is critical in building healthy communities.\nFinding credible people and organizations that are genuinely making an impact in the lives of struggling humanity makes me want to give.  When I see people who want to make a positive impact on communities, strengthening them, giving them hope, and encouraging sustainable development in health, education, necessary infrastructure – these are things that make me want to give.  We can all give something, even if we don’t have a “dollar”.  We can give our time, experience and passion to support organizations making a difference.  My passion is to connect people that have the tools and resources to help each other build a better world-engineering partnership for success in sustainable development.\nUnspoken Similes has worked to promote sustainable development in health and education.  Collaborations with Italy and Romania have been recently launched and I am working to expand the program in Bulgaria.  \n",,
TRUE,2,0,2,42331.50331,72.52.85.122,94-3215556,TRUE,TRUE,94550,"Valley Montessori School…encouraging, empowering and equipping children every day to reach their highest potential and become ambassadors of positive change.\nWe give because VMS has helped our family for over nine years.  We came to the school looking for a flexible learning environment for my son and we stayed because we got that and so much more.  Valley Montessori School is our family, our community, our safe place.  \n\nVMS teachers guide children to self-discovery by embracing curiosity, creativity, and individual choice through meaningful work, so that they can realize their own unique journey.  VMS cultivates an environment of esteem, fairness and value for oneself, the classroom, the community and the world.\nOur children develop a deep sense of citizenship in the classroom that carries into family and beyond.  The group work at every level empowers the children to be their own best advocates while at the same time encouraging collaboration and teamwork.\n\nWe hope that other families will join us as we give to such a deserving school!  Our school tuition is not enough to cover costs for an entire VMS education.  We need more help to “Fund the Gap” and give on #giving Tuesday.\n  \nhttp://valleymontessorischool.com/\n\nWe are so fortunate to have found our happy place and that it is a happy place for so many other families.\n",,
